"device_id","alert_timestamp","alert_level","alerts","sensor_readings","ttl"
"device-001","2026-01-19T01:50:21.198Z","CRITICAL","[{""M"":{""threshold"":{""N"":""20""},""type"":{""S"":""CRITICAL""},""message"":{""S"":""Soil moisture critically low (0.0%). Plant needs immediate watering!""},""value"":{""N"":""0""},""parameter"":{""S"":""Soil Moisture""}}},{""M"":{""threshold"":{""N"":""15""},""type"":{""S"":""WARNING""},""message"":{""S"":""Temperature too low (0.0°C). Plant may be cold.""},""value"":{""N"":""0""},""parameter"":{""S"":""Temperature""}}},{""M"":{""threshold"":{""N"":""40""},""type"":{""S"":""INFO""},""message"":{""S"":""Humidity low (0.0%). Air is dry.""},""value"":{""N"":""0""},""parameter"":{""S"":""Humidity""}}},{""M"":{""threshold"":{""N"":""200""},""type"":{""S"":""INFO""},""message"":{""S"":""Light intensity low (0 lux). Plant may need more light.""},""value"":{""N"":""0""},""parameter"":{""S"":""Light""}}}]","{""temperature"":{""N"":""0""},""humidity"":{""N"":""0""},""light_intensity"":{""N"":""0""},""soil_moisture"":{""N"":""0""}}","1771379421"
"device-001","2026-01-19T01:50:47.040Z","CRITICAL","[{""M"":{""threshold"":{""N"":""20""},""type"":{""S"":""CRITICAL""},""message"":{""S"":""Soil moisture critically low (0.0%). Plant needs immediate watering!""},""value"":{""N"":""0""},""parameter"":{""S"":""Soil Moisture""}}},{""M"":{""threshold"":{""N"":""15""},""type"":{""S"":""WARNING""},""message"":{""S"":""Temperature too low (0.0°C). Plant may be cold.""},""value"":{""N"":""0""},""parameter"":{""S"":""Temperature""}}},{""M"":{""threshold"":{""N"":""40""},""type"":{""S"":""INFO""},""message"":{""S"":""Humidity low (0.0%). Air is dry.""},""value"":{""N"":""0""},""parameter"":{""S"":""Humidity""}}},{""M"":{""threshold"":{""N"":""200""},""type"":{""S"":""INFO""},""message"":{""S"":""Light intensity low (0 lux). Plant may need more light.""},""value"":{""N"":""0""},""parameter"":{""S"":""Light""}}}]","{""temperature"":{""N"":""0""},""humidity"":{""N"":""0""},""light_intensity"":{""N"":""0""},""soil_moisture"":{""N"":""0""}}","1771379447"
"device-001","2026-01-19T01:51:23.092Z","CRITICAL","[{""M"":{""threshold"":{""N"":""20""},""type"":{""S"":""CRITICAL""},""message"":{""S"":""Soil moisture critically low (0.0%). Plant needs immediate watering!""},""value"":{""N"":""0""},""parameter"":{""S"":""Soil Moisture""}}},{""M"":{""threshold"":{""N"":""15""},""type"":{""S"":""WARNING""},""message"":{""S"":""Temperature too low (0.0°C). Plant may be cold.""},""value"":{""N"":""0""},""parameter"":{""S"":""Temperature""}}},{""M"":{""threshold"":{""N"":""40""},""type"":{""S"":""INFO""},""message"":{""S"":""Humidity low (0.0%). Air is dry.""},""value"":{""N"":""0""},""parameter"":{""S"":""Humidity""}}},{""M"":{""threshold"":{""N"":""200""},""type"":{""S"":""INFO""},""message"":{""S"":""Light intensity low (0 lux). Plant may need more light.""},""value"":{""N"":""0""},""parameter"":{""S"":""Light""}}}]","{""temperature"":{""N"":""0""},""humidity"":{""N"":""0""},""light_intensity"":{""N"":""0""},""soil_moisture"":{""N"":""0""}}","1771379483"
"device-001","2026-01-19T01:51:27.632Z","CRITICAL","[{""M"":{""threshold"":{""N"":""20""},""type"":{""S"":""CRITICAL""},""message"":{""S"":""Soil moisture critically low (0.0%). Plant needs immediate watering!""},""value"":{""N"":""0""},""parameter"":{""S"":""Soil Moisture""}}},{""M"":{""threshold"":{""N"":""15""},""type"":{""S"":""WARNING""},""message"":{""S"":""Temperature too low (0.0°C). Plant may be cold.""},""value"":{""N"":""0""},""parameter"":{""S"":""Temperature""}}},{""M"":{""threshold"":{""N"":""40""},""type"":{""S"":""INFO""},""message"":{""S"":""Humidity low (0.0%). Air is dry.""},""value"":{""N"":""0""},""parameter"":{""S"":""Humidity""}}},{""M"":{""threshold"":{""N"":""200""},""type"":{""S"":""INFO""},""message"":{""S"":""Light intensity low (0 lux). Plant may need more light.""},""value"":{""N"":""0""},""parameter"":{""S"":""Light""}}}]","{""temperature"":{""N"":""0""},""humidity"":{""N"":""0""},""light_intensity"":{""N"":""0""},""soil_moisture"":{""N"":""0""}}","1771379487"
"device-001","2026-01-19T01:55:09.464Z","CRITICAL","[{""M"":{""threshold"":{""N"":""20""},""type"":{""S"":""CRITICAL""},""message"":{""S"":""Soil moisture critically low (18.0%). Plant needs immediate watering!""},""value"":{""N"":""18""},""parameter"":{""S"":""Soil Moisture""}}}]","{""temperature"":{""N"":""32""},""humidity"":{""N"":""55""},""light_intensity"":{""N"":""1200""},""soil_moisture"":{""N"":""18""}}","1771379710"
"device-001","2026-01-19T02:04:16.255Z","WARNING","[{""M"":{""threshold"":{""N"":""35""},""type"":{""S"":""WARNING""},""message"":{""S"":""Soil moisture low (20.0%). Consider watering soon.""},""value"":{""N"":""20""},""parameter"":{""S"":""Soil Moisture""}}},{""M"":{""threshold"":{""N"":""35""},""type"":{""S"":""WARNING""},""message"":{""S"":""Temperature too high (37.0°C). Plant may be stressed.""},""value"":{""N"":""37""},""parameter"":{""S"":""Temperature""}}}]","{""temperature"":{""N"":""37""},""humidity"":{""N"":""55""},""light_intensity"":{""N"":""1300""},""soil_moisture"":{""N"":""20""}}","1771380258"
"device-001","2026-01-19T02:05:15.232Z","CRITICAL","[{""M"":{""threshold"":{""N"":""20""},""type"":{""S"":""CRITICAL""},""message"":{""S"":""Soil moisture critically low (15.0%). Plant needs immediate watering!""},""value"":{""N"":""15""},""parameter"":{""S"":""Soil Moisture""}}},{""M"":{""threshold"":{""N"":""35""},""type"":{""S"":""WARNING""},""message"":{""S"":""Temperature too high (37.0°C). Plant may be stressed.""},""value"":{""N"":""37""},""parameter"":{""S"":""Temperature""}}}]","{""temperature"":{""N"":""37""},""humidity"":{""N"":""55""},""light_intensity"":{""N"":""1500""},""soil_moisture"":{""N"":""15""}}","1771380315"
"device-001","2026-01-19T02:27:44.880Z","WARNING","[{""M"":{""threshold"":{""N"":""35""},""type"":{""S"":""WARNING""},""message"":{""S"":""Soil moisture low (21.0%). Consider watering soon.""},""value"":{""N"":""21""},""parameter"":{""S"":""Soil Moisture""}}},{""M"":{""threshold"":{""N"":""40""},""type"":{""S"":""INFO""},""message"":{""S"":""Humidity low (35.0%). Air is dry.""},""value"":{""N"":""35""},""parameter"":{""S"":""Humidity""}}}]","{""temperature"":{""N"":""27""},""humidity"":{""N"":""35""},""light_intensity"":{""N"":""1300""},""soil_moisture"":{""N"":""21""}}","1771381667"
"device-001","2026-01-19T02:32:51.115Z","WARNING","[{""M"":{""threshold"":{""N"":""35""},""type"":{""S"":""WARNING""},""message"":{""S"":""Soil moisture low (21.0%). Consider watering soon.""},""value"":{""N"":""21""},""parameter"":{""S"":""Soil Moisture""}}},{""M"":{""threshold"":{""N"":""40""},""type"":{""S"":""INFO""},""message"":{""S"":""Humidity low (35.0%). Air is dry.""},""value"":{""N"":""35""},""parameter"":{""S"":""Humidity""}}}]","{""temperature"":{""N"":""27""},""humidity"":{""N"":""35""},""light_intensity"":{""N"":""1300""},""soil_moisture"":{""N"":""21""}}","1771381973"
"device-001","2026-01-19T02:33:18.691Z","CRITICAL","[{""M"":{""threshold"":{""N"":""20""},""type"":{""S"":""CRITICAL""},""message"":{""S"":""Soil moisture critically low (17.0%). Plant needs immediate watering!""},""value"":{""N"":""17""},""parameter"":{""S"":""Soil Moisture""}}}]","{""temperature"":{""N"":""34""},""humidity"":{""N"":""55""},""light_intensity"":{""N"":""1500""},""soil_moisture"":{""N"":""17""}}","1771381999"
"device-001","2026-01-19T02:46:49.798Z","CRITICAL","[{""M"":{""threshold"":{""N"":""20""},""type"":{""S"":""CRITICAL""},""message"":{""S"":""Soil moisture critically low (10.0%). Plant needs immediate watering!""},""value"":{""N"":""10""},""parameter"":{""S"":""Soil Moisture""}}}]","{""temperature"":{""N"":""35""},""humidity"":{""N"":""60""},""light_intensity"":{""N"":""1300""},""soil_moisture"":{""N"":""10""}}","1771382812"
"device-001","2026-01-19T02:54:05.510Z","WARNING","[{""M"":{""threshold"":{""N"":""35""},""type"":{""S"":""WARNING""},""message"":{""S"":""Soil moisture low (21.0%). Consider watering soon.""},""value"":{""N"":""21""},""parameter"":{""S"":""Soil Moisture""}}}]","{""temperature"":{""N"":""30""},""humidity"":{""N"":""45""},""light_intensity"":{""N"":""1200""},""soil_moisture"":{""N"":""21""}}","1771383247"
"device-001","2026-01-19T03:04:58.825Z","CRITICAL","[{""M"":{""threshold"":{""N"":""20""},""type"":{""S"":""CRITICAL""},""message"":{""S"":""Soil moisture critically low (15.0%). Plant needs immediate watering!""},""value"":{""N"":""15""},""parameter"":{""S"":""Soil Moisture""}}}]","{""temperature"":{""N"":""35""},""humidity"":{""N"":""45""},""light_intensity"":{""N"":""1150""},""soil_moisture"":{""N"":""15""}}","1771383899"
"device-001","2026-01-21T08:15:28.454Z","CRITICAL","[{""M"":{""threshold"":{""N"":""20""},""type"":{""S"":""CRITICAL""},""message"":{""S"":""Soil moisture critically low (6.0%). Plant needs immediate watering!""},""value"":{""N"":""6""},""parameter"":{""S"":""Soil Moisture""}}}]","{""temperature"":{""N"":""35""},""humidity"":{""N"":""65""},""light_intensity"":{""N"":""1150""},""soil_moisture"":{""N"":""6""}}","1771575330"
"device-001","2026-01-21T08:26:17.546Z","WARNING","[{""M"":{""threshold"":{""N"":""35""},""type"":{""S"":""WARNING""},""message"":{""S"":""Soil moisture low (20.0%). Consider watering soon.""},""value"":{""N"":""20""},""parameter"":{""S"":""Soil Moisture""}}}]","{""temperature"":{""N"":""25""},""humidity"":{""N"":""60""},""light_intensity"":{""N"":""1000""},""soil_moisture"":{""N"":""20""}}","1771575979"
"device-001","2026-01-26T05:55:39.220Z","INFO","[{""M"":{""threshold"":{""N"":""80""},""type"":{""S"":""INFO""},""message"":{""S"":""Humidity high (90.0%). Risk of fungal growth.""},""value"":{""N"":""90""},""parameter"":{""S"":""Humidity""}}}]","{""temperature"":{""N"":""27""},""humidity"":{""N"":""90""},""light_intensity"":{""N"":""1100""},""soil_moisture"":{""N"":""40""}}","1771998941"
"device-001","2026-01-26T06:06:41.805Z","WARNING","[{""M"":{""threshold"":{""N"":""35""},""type"":{""S"":""WARNING""},""message"":{""S"":""Temperature too high (36.0°C). Plant may be stressed.""},""value"":{""N"":""36""},""parameter"":{""S"":""Temperature""}}}]","{""temperature"":{""N"":""36""},""humidity"":{""N"":""60""},""light_intensity"":{""N"":""1000""},""soil_moisture"":{""N"":""60""}}","1771999604"
"device-001","2026-01-26T06:22:30.011Z","WARNING","[{""M"":{""threshold"":{""N"":""15""},""type"":{""S"":""WARNING""},""message"":{""S"":""Temperature too low (14.0°C). Plant may be cold.""},""value"":{""N"":""14""},""parameter"":{""S"":""Temperature""}}}]","{""temperature"":{""N"":""14""},""humidity"":{""N"":""60""},""light_intensity"":{""N"":""1000""},""soil_moisture"":{""N"":""60""}}","1772000552"
"device-001","2026-01-26T06:23:01.199Z","CRITICAL","[{""M"":{""threshold"":{""N"":""20""},""type"":{""S"":""CRITICAL""},""message"":{""S"":""Soil moisture critically low (10.0%). Plant needs immediate watering!""},""value"":{""N"":""10""},""parameter"":{""S"":""Soil Moisture""}}}]","{""temperature"":{""N"":""25""},""humidity"":{""N"":""60""},""light_intensity"":{""N"":""1000""},""soil_moisture"":{""N"":""10""}}","1772000581"
"device-001","2026-01-26T06:25:29.287Z","CRITICAL","[{""M"":{""threshold"":{""N"":""20""},""type"":{""S"":""CRITICAL""},""message"":{""S"":""Soil moisture critically low (10.0%). Plant needs immediate watering!""},""value"":{""N"":""10""},""parameter"":{""S"":""Soil Moisture""}}},{""M"":{""threshold"":{""N"":""40""},""type"":{""S"":""INFO""},""message"":{""S"":""Humidity low (39.0%). Air is dry.""},""value"":{""N"":""39""},""parameter"":{""S"":""Humidity""}}}]","{""temperature"":{""N"":""25""},""humidity"":{""N"":""39""},""light_intensity"":{""N"":""1000""},""soil_moisture"":{""N"":""10""}}","1772000730"
"device-001","2026-02-02T02:29:39.068Z","CRITICAL","[{""M"":{""threshold"":{""N"":""40""},""type"":{""S"":""WARNING""},""message"":{""S"":""Humidity low (39.0%). Air is dry.""},""value"":{""N"":""39""},""parameter"":{""S"":""Humidity""}}},{""M"":{""threshold"":{""N"":""20""},""type"":{""S"":""CRITICAL""},""message"":{""S"":""Soil moisture critically low (10.0%). Plant needs immediate watering!""},""value"":{""N"":""10""},""parameter"":{""S"":""Soil Moisture""}}}]","{""temperature"":{""N"":""25""},""humidity"":{""N"":""39""},""light_intensity"":{""N"":""1000""},""soil_moisture"":{""N"":""10""}}","1772591380"
"device-001","2026-02-02T03:01:35.126Z","CRITICAL","[{""M"":{""threshold"":{""N"":""40""},""type"":{""S"":""WARNING""},""message"":{""S"":""Humidity low (39.0%). Air is dry.""},""value"":{""N"":""39""},""parameter"":{""S"":""Humidity""}}},{""M"":{""threshold"":{""N"":""20""},""type"":{""S"":""CRITICAL""},""message"":{""S"":""Soil moisture critically low (10.0%). Plant needs immediate watering!""},""value"":{""N"":""10""},""parameter"":{""S"":""Soil Moisture""}}}]","{""temperature"":{""N"":""25""},""humidity"":{""N"":""39""},""light_intensity"":{""N"":""1000""},""soil_moisture"":{""N"":""10""}}","1772593297"
"device-001","2026-02-02T03:19:27.243Z","CRITICAL","[{""M"":{""threshold"":{""N"":""30""},""type"":{""S"":""CRITICAL""},""message"":{""S"":""Temperature too high (99.9°C). Plant may be stressed.""},""value"":{""N"":""99.9""},""parameter"":{""S"":""Temperature""}}}]","{""temperature"":{""N"":""99.9""},""humidity"":{""N"":""60""},""light_intensity"":{""N"":""1000""},""soil_moisture"":{""N"":""50""}}","1772594368"
"device-001","2026-02-03T05:52:43.406Z","CRITICAL","[{""M"":{""threshold"":{""N"":""30""},""type"":{""S"":""CRITICAL""},""message"":{""S"":""Temperature too high (67.7°C). Plant may be stressed.""},""value"":{""N"":""67.7""},""parameter"":{""S"":""Temperature""}}}]","{""temperature"":{""N"":""67.7""},""humidity"":{""N"":""60""},""light_intensity"":{""N"":""1000""},""soil_moisture"":{""N"":""50""}}","1772689964"
"device-001","2026-02-03T05:52:45.056Z","CRITICAL","[{""M"":{""threshold"":{""N"":""30""},""type"":{""S"":""CRITICAL""},""message"":{""S"":""Temperature too high (67.7°C). Plant may be stressed.""},""value"":{""N"":""67.7""},""parameter"":{""S"":""Temperature""}}}]","{""temperature"":{""N"":""67.7""},""humidity"":{""N"":""60""},""light_intensity"":{""N"":""1000""},""soil_moisture"":{""N"":""50""}}","1772689965"
"device-001","2026-02-04T09:01:27.923Z","CRITICAL","[{""M"":{""threshold"":{""N"":""40""},""type"":{""S"":""WARNING""},""message"":{""S"":""Humidity low (39.0%). Air is dry.""},""value"":{""N"":""39""},""parameter"":{""S"":""Humidity""}}},{""M"":{""threshold"":{""N"":""20""},""type"":{""S"":""CRITICAL""},""message"":{""S"":""Soil moisture critically low (19.0%). Plant needs immediate watering!""},""value"":{""N"":""19""},""parameter"":{""S"":""Soil Moisture""}}}]","{""temperature"":{""N"":""25""},""humidity"":{""N"":""39""},""light_intensity"":{""N"":""1000""},""soil_moisture"":{""N"":""19""}}","1772787690"
"device-001","2026-02-04T09:26:56.369Z","CRITICAL","[{""M"":{""threshold"":{""N"":""30""},""type"":{""S"":""CRITICAL""},""message"":{""S"":""Temperature too high (32.0°C). Plant may be stressed.""},""value"":{""N"":""32""},""parameter"":{""S"":""Temperature""}}},{""M"":{""threshold"":{""N"":""40""},""type"":{""S"":""WARNING""},""message"":{""S"":""Humidity low (39.0%). Air is dry.""},""value"":{""N"":""39""},""parameter"":{""S"":""Humidity""}}}]","{""temperature"":{""N"":""32""},""humidity"":{""N"":""39""},""light_intensity"":{""N"":""1000""},""soil_moisture"":{""N"":""60""}}","1772789217"
